0	73
0	125
0	126
0	138
0	145
1	36
1	41
1	54
1	75
1	128
1	143
2	15
2	38
2	49
2	101
2	109
2	110
3	12
3	49
3	50
3	64
3	70
3	73
3	91
3	102
3	117
3	119
3	126
3	135
4	31
4	46
4	47
4	50
4	92
4	99
4	107
4	114
4	116
4	118
5	23
5	35
5	49
5	57
5	99
5	130
5	146
5	147
6	9
6	11
6	17
6	24
6	50
6	55
6	74
6	77
6	86
6	96
6	97
6	104
6	112
6	137
7	23
7	43
7	47
7	65
7	67
7	71
7	74
7	125
7	131
8	28
8	37
8	40
8	48
8	121
8	122
9	12
9	63
9	88
9	110
9	128
10	16
10	20
10	27
10	41
10	47
10	144
11	16
11	133
11	137
11	141
12	23
12	49
12	66
12	70
12	74
12	89
12	95
12	119
12	123
12	135
13	15
13	69
13	83
13	87
13	102
13	147
14	19
14	84
14	106
14	121
15	17
15	25
15	30
15	46
15	66
15	85
15	91
15	104
15	111
15	137
16	26
16	36
16	45
16	54
16	56
16	61
16	79
16	99
16	126
16	137
16	138
16	144
16	148
17	24
17	28
17	58
17	75
17	89
17	116
17	142
17	149
18	46
18	55
18	76
18	129
19	21
19	29
19	60
19	66
19	75
19	100
20	50
20	53
20	55
20	64
20	78
20	138
20	146
21	60
21	74
21	134
21	138
22	27
22	67
22	92
22	94
22	100
22	128
22	144
23	33
23	43
23	65
23	116
23	144
23	147
24	34
24	51
24	53
24	89
24	107
24	118
24	123
24	139
25	33
25	42
25	88
25	89
25	126
25	143
25	149
26	38
26	48
26	71
26	98
26	102
26	128
26	142
27	37
27	62
27	78
27	95
27	100
27	128
27	137
28	32
28	70
28	75
28	79
28	89
28	92
28	93
28	103
28	106
28	115
28	119
29	34
29	143
29	149
30	48
30	69
30	124
30	143
30	145
30	148
31	67
31	143
32	34
32	74
33	50
33	62
33	64
33	90
33	105
33	113
33	125
34	59
34	104
34	125
35	79
35	82
35	87
35	100
35	130
35	138
35	147
36	46
36	66
36	69
36	77
36	80
36	85
36	92
36	132
37	53
37	81
37	100
37	126
37	128
37	140
37	142
38	63
38	93
38	111
38	126
38	128
39	114
39	129
39	143
40	74
40	75
40	89
40	98
40	120
40	137
40	145
41	75
41	91
41	116
41	127
42	64
42	83
42	91
42	94
42	117
43	52
43	79
43	102
43	114
43	116
43	144
43	148
44	69
44	96
44	138
45	59
45	62
45	93
45	111
45	113
45	127
46	54
46	63
46	96
47	51
47	107
47	127
47	139
47	142
48	62
48	73
48	107
48	142
49	93
49	149
50	52
50	149
51	62
51	66
51	75
51	109
51	141
51	147
52	63
52	66
52	69
52	88
52	103
52	119
53	54
53	56
53	78
53	81
53	94
54	69
54	78
54	88
54	121
54	132
55	64
55	82
55	96
55	121
56	86
56	87
56	99
56	115
56	132
56	139
57	78
57	80
57	107
57	109
57	112
57	117
58	74
58	107
58	122
58	124
59	118
59	126
59	144
60	64
60	85
60	138
61	66
61	69
61	74
62	73
62	97
62	106
62	125
62	137
62	148
63	91
63	114
63	120
64	110
64	144
64	147
65	80
65	88
65	100
66	71
66	79
66	83
66	97
66	130
67	76
67	100
67	139
67	146
68	83
68	89
68	90
68	91
68	102
68	112
68	121
68	123
68	142
69	108
69	129
69	131
71	80
71	81
71	88
71	103
71	120
71	126
71	132
71	135
71	140
72	95
72	96
72	133
72	135
73	81
73	87
73	90
73	145
74	91
74	102
75	84
75	106
75	127
75	136
75	140
76	90
76	130
76	149
77	98
77	100
77	104
77	115
77	118
77	120
77	121
77	130
78	81
78	84
78	88
78	105
78	130
79	140
80	97
80	115
80	135
80	136
80	143
81	82
81	88
81	131
82	132
82	138
83	98
84	121
85	117
85	128
86	95
86	100
86	140
86	144
87	91
87	98
87	143
88	107
88	109
88	124
89	120
89	138
90	101
90	118
91	107
91	137
91	143
91	148
92	126
92	140
93	95
93	134
93	137
94	97
94	107
94	137
94	140
94	144
95	118
95	139
95	143
96	100
96	145
97	107
97	116
97	131
97	135
98	117
98	118
98	140
98	145
100	111
100	120
101	132
101	140
102	109
103	118
103	130
103	131
103	133
104	117
104	124
105	112
105	117
107	137
107	141
108	119
110	116
111	120
111	143
112	113
112	121
113	125
113	146
114	122
114	142
116	123
116	133
116	141
116	149
118	138
119	123
120	147
121	127
121	134
122	137
123	127
123	129
123	131
123	137
123	140
123	143
125	138
125	146
126	134
128	135
130	132
130	140
130	146
131	137
132	134
134	148
136	144
137	138
143	147
148	149
