0	12
0	15
0	21
0	39
0	70
0	87
0	113
0	133
1	22
1	23
1	62
1	80
1	90
1	92
1	106
1	129
1	137
1	141
1	147
2	6
2	11
2	15
2	41
2	42
2	43
2	51
2	53
2	80
2	82
2	125
2	130
2	132
2	140
2	143
3	19
3	21
3	87
3	102
3	117
3	119
3	145
3	146
3	149
4	14
4	27
4	67
4	78
4	83
4	84
4	87
4	114
4	127
4	134
4	149
5	28
5	63
5	73
5	75
5	76
5	89
5	91
5	130
5	139
6	30
6	36
6	44
6	121
6	130
7	19
7	22
7	28
7	29
7	39
7	70
7	101
7	118
7	120
8	10
8	26
8	44
8	48
8	63
8	96
8	105
9	10
9	16
9	22
9	47
9	55
9	58
9	77
9	80
9	93
9	99
9	124
10	22
10	133
10	134
11	16
11	64
11	83
11	128
11	142
12	98
12	104
12	124
12	134
13	40
13	76
13	77
13	82
13	121
13	144
13	148
14	24
14	35
14	37
14	83
14	106
14	127
14	149
15	75
15	79
15	80
15	87
15	136
16	24
16	29
16	41
16	123
16	139
16	143
17	27
17	30
17	39
17	50
17	68
17	76
17	97
17	98
17	103
17	110
17	121
18	22
18	55
18	89
18	90
18	145
19	21
19	48
19	49
19	133
19	149
20	59
20	62
20	71
20	85
20	96
20	104
20	129
20	135
21	51
21	74
21	94
21	95
21	100
21	110
21	112
22	25
22	31
22	46
22	82
22	94
22	97
22	102
22	140
22	143
22	145
22	149
23	27
23	51
23	63
23	75
23	120
23	129
24	49
24	54
24	56
24	88
24	95
24	142
25	27
25	38
25	41
25	54
25	67
25	79
25	131
26	39
26	44
26	73
26	84
26	108
26	109
26	120
26	127
26	133
27	40
27	68
27	92
27	94
28	46
28	48
28	75
28	81
28	93
28	108
28	114
29	41
29	46
29	48
29	78
29	120
29	139
30	51
30	72
30	99
30	104
31	77
31	86
31	100
31	126
31	148
32	44
32	62
32	94
32	122
33	41
33	58
33	62
33	83
33	141
33	145
34	43
34	64
34	73
34	87
34	96
34	112
34	128
34	138
35	38
35	52
35	76
35	107
35	131
35	138
35	141
36	48
36	72
36	82
36	108
36	109
36	130
36	144
37	58
37	62
37	137
37	143
37	147
37	149
38	41
38	58
38	69
38	76
39	40
39	52
39	72
39	81
40	77
40	79
40	98
40	107
40	113
40	114
40	130
40	137
41	61
41	74
41	97
41	117
41	136
42	49
42	77
42	104
42	108
42	119
43	51
43	75
43	85
44	142
45	82
45	85
45	91
45	99
45	117
45	127
45	143
46	47
46	59
46	81
46	107
46	111
47	78
47	130
47	135
47	149
48	49
48	50
48	70
48	75
48	80
48	82
48	107
48	121
49	57
49	61
49	71
49	84
49	85
49	102
49	115
50	51
50	88
50	101
50	117
50	136
51	53
51	75
51	78
51	86
51	90
51	96
51	109
51	115
51	128
52	121
52	126
52	127
52	148
53	63
53	65
53	97
53	105
53	128
54	66
54	72
54	77
54	107
54	109
54	111
54	134
54	145
54	148
55	66
55	78
55	92
55	101
55	108
55	113
56	75
56	76
56	83
56	100
56	132
57	95
57	102
57	117
57	120
57	133
58	77
58	100
58	110
58	133
59	62
59	67
59	102
59	110
59	123
60	93
60	107
60	110
60	143
61	76
61	80
61	88
61	93
61	99
61	123
61	138
62	70
62	88
62	97
62	112
63	85
63	93
63	113
63	140
64	68
64	78
64	88
64	126
64	133
65	83
65	99
65	131
66	90
66	93
66	107
66	120
66	123
66	134
66	139
66	144
67	73
67	76
67	80
67	91
67	108
67	132
67	134
68	76
68	78
68	93
68	116
68	125
69	71
69	76
69	92
69	127
69	138
69	147
70	99
70	105
70	114
70	121
70	134
71	74
71	75
71	93
71	112
72	103
72	104
72	142
72	146
72	147
73	109
73	116
73	147
74	91
75	76
75	99
75	101
75	126
75	132
75	135
75	138
75	140
75	141
76	88
76	96
76	115
77	119
77	127
77	132
77	147
78	84
78	86
78	93
78	94
78	110
78	130
78	132
78	138
79	85
79	93
79	98
79	99
79	118
79	120
79	123
80	114
80	133
80	137
81	84
81	129
81	130
81	148
82	112
82	123
82	136
83	88
83	92
83	94
83	95
83	109
83	140
84	86
84	115
84	119
85	91
85	112
85	117
85	120
85	134
86	128
86	149
87	109
88	93
88	99
89	107
89	144
90	102
90	115
91	109
91	113
91	116
91	149
92	111
92	130
92	135
93	94
93	107
93	111
93	120
93	134
95	131
95	142
95	147
96	104
96	114
97	109
97	110
97	134
98	104
98	148
98	149
99	108
99	135
99	139
100	124
100	125
100	127
102	147
103	114
103	123
103	148
104	108
104	113
106	141
107	132
109	111
109	123
110	121
112	119
112	128
112	131
112	135
114	133
114	137
115	122
116	129
117	130
117	132
118	125
118	145
118	147
119	131
119	135
119	143
121	123
121	133
122	130
122	134
122	145
123	136
124	135
126	133
126	148
127	136
131	136
131	141
134	137
134	147
135	138
136	149
139	141
144	145
