150	162
150	165
150	171
150	189
150	220
150	237
150	263
150	283
151	172
151	173
151	212
151	230
151	240
151	242
151	256
151	279
151	287
151	291
151	297
152	156
152	161
152	165
152	191
152	192
152	193
152	201
152	203
152	230
152	232
152	275
152	280
152	282
152	290
152	293
153	169
153	171
153	237
153	252
153	267
153	269
153	295
153	296
153	299
154	164
154	177
154	217
154	228
154	233
154	234
154	237
154	264
154	277
154	284
154	299
155	178
155	213
155	223
155	225
155	226
155	239
155	241
155	280
155	289
156	180
156	186
156	194
156	271
156	280
157	169
157	172
157	178
157	179
157	189
157	220
157	251
157	268
157	270
158	160
158	176
158	194
158	198
158	213
158	246
158	255
159	160
159	166
159	172
159	197
159	205
159	208
159	227
159	230
159	243
159	249
159	274
160	172
160	283
160	284
161	166
161	214
161	233
161	278
161	292
162	248
162	254
162	274
162	284
163	190
163	226
163	227
163	232
163	271
163	294
163	298
164	174
164	185
164	187
164	233
164	256
164	277
164	299
165	225
165	229
165	230
165	237
165	286
166	174
166	179
166	191
166	273
166	289
166	293
167	177
167	180
167	189
167	200
167	218
167	226
167	247
167	248
167	253
167	260
167	271
168	172
168	205
168	239
168	240
168	295
169	171
169	198
169	199
169	283
169	299
170	209
170	212
170	221
170	235
170	246
170	254
170	279
170	285
171	201
171	224
171	244
171	245
171	250
171	260
171	262
172	175
172	181
172	196
172	232
172	244
172	247
172	252
172	290
172	293
172	295
172	299
173	177
173	201
173	213
173	225
173	270
173	279
174	199
174	204
174	206
174	238
174	245
174	292
175	177
175	188
175	191
175	204
175	217
175	229
175	281
176	189
176	194
176	223
176	234
176	258
176	259
176	270
176	277
176	283
177	190
177	218
177	242
177	244
178	196
178	198
178	225
178	231
178	243
178	258
178	264
179	191
179	196
179	198
179	228
179	270
179	289
180	201
180	222
180	249
180	254
181	227
181	236
181	250
181	276
181	298
182	194
182	212
182	244
182	272
183	191
183	208
183	212
183	233
183	291
183	295
184	193
184	214
184	223
184	237
184	246
184	262
184	278
184	288
185	188
185	202
185	226
185	257
185	281
185	288
185	291
186	198
186	222
186	232
186	258
186	259
186	280
186	294
187	208
187	212
187	287
187	293
187	297
187	299
188	191
188	208
188	219
188	226
189	190
189	202
189	222
189	231
190	227
190	229
190	248
190	257
190	263
190	264
190	280
190	287
191	211
191	224
191	247
191	267
191	286
192	199
192	227
192	254
192	258
192	269
193	201
193	225
193	235
194	292
195	232
195	235
195	241
195	249
195	267
195	277
195	293
196	197
196	209
196	231
196	257
196	261
197	228
197	280
197	285
197	299
198	199
198	200
198	220
198	225
198	230
198	232
198	257
198	271
199	207
199	211
199	221
199	234
199	235
199	252
199	265
200	201
200	238
200	251
200	267
200	286
201	203
201	225
201	228
201	236
201	240
201	246
201	259
201	265
201	278
202	271
202	276
202	277
202	298
203	213
203	215
203	247
203	255
203	278
204	216
204	222
204	227
204	257
204	259
204	261
204	284
204	295
204	298
205	216
205	228
205	242
205	251
205	258
205	263
206	225
206	226
206	233
206	250
206	282
207	245
207	252
207	267
207	270
207	283
208	227
208	250
208	260
208	283
209	212
209	217
209	252
209	260
209	273
210	243
210	257
210	260
210	293
211	226
211	230
211	238
211	243
211	249
211	273
211	288
212	220
212	238
212	247
212	262
213	235
213	243
213	263
213	290
214	218
214	228
214	238
214	276
214	283
215	233
215	249
215	281
216	240
216	243
216	257
216	270
216	273
216	284
216	289
216	294
217	223
217	226
217	230
217	241
217	258
217	282
217	284
218	226
218	228
218	243
218	266
218	275
219	221
219	226
219	242
219	277
219	288
219	297
220	249
220	255
220	264
220	271
220	284
221	224
221	225
221	243
221	262
222	253
222	254
222	292
222	296
222	297
223	259
223	266
223	297
224	241
225	226
225	249
225	251
225	276
225	282
225	285
225	288
225	290
225	291
226	238
226	246
226	265
227	269
227	277
227	282
227	297
228	234
228	236
228	243
228	244
228	260
228	280
228	282
228	288
229	235
229	243
229	248
229	249
229	268
229	270
229	273
230	264
230	283
230	287
231	234
231	279
231	280
231	298
232	262
232	273
232	286
233	238
233	242
233	244
233	245
233	259
233	290
234	236
234	265
234	269
235	241
235	262
235	267
235	270
235	284
236	278
236	299
237	259
238	243
238	249
239	257
239	294
240	252
240	265
241	259
241	263
241	266
241	299
242	261
242	280
242	285
243	244
243	257
243	261
243	270
243	284
245	281
245	292
245	297
246	254
246	264
247	259
247	260
247	284
248	254
248	298
248	299
249	258
249	285
249	289
250	274
250	275
250	277
252	297
253	264
253	273
253	298
254	258
254	263
256	291
257	282
259	261
259	273
260	271
262	269
262	278
262	281
262	285
264	283
264	287
265	272
266	279
267	280
267	282
268	275
268	295
268	297
269	281
269	285
269	293
271	273
271	283
272	280
272	284
272	295
273	286
274	285
276	283
276	298
277	286
281	286
281	291
284	287
284	297
285	288
286	299
289	291
294	295
0	250
0	73
0	125
0	126
0	138
0	145
1	36
1	41
1	54
1	75
1	128
1	143
2	15
2	38
2	49
2	101
2	109
2	110
3	12
3	49
3	50
3	64
3	70
3	73
3	91
3	102
3	117
3	119
3	126
3	135
4	31
4	46
4	47
4	50
4	92
4	99
4	107
4	114
4	116
4	118
5	23
5	35
5	49
5	57
5	99
5	130
5	146
5	147
6	9
6	11
6	17
6	24
6	50
6	55
6	74
6	77
6	86
6	96
6	97
6	104
6	112
6	137
7	23
7	43
7	47
7	65
7	67
7	71
7	74
7	125
7	131
8	28
8	37
8	40
8	48
8	121
8	122
9	12
9	63
9	88
9	110
9	128
10	16
10	20
10	27
10	41
10	47
10	144
11	16
11	133
11	137
11	141
12	23
12	49
12	66
12	70
12	74
12	89
12	95
12	119
12	123
12	135
13	15
13	69
13	83
13	87
13	102
13	147
14	19
14	84
14	106
14	121
15	17
15	25
15	30
15	46
15	66
15	85
15	91
15	104
15	111
15	137
16	26
16	36
16	45
16	54
16	56
16	61
16	79
16	99
16	126
16	137
16	138
16	144
16	148
17	24
17	28
17	58
17	75
17	89
17	116
17	142
17	149
18	46
18	55
18	76
18	129
19	21
19	29
19	60
19	66
19	75
19	100
20	50
20	53
20	55
20	64
20	78
20	138
20	146
21	60
21	74
21	134
21	138
22	27
22	67
22	92
22	94
22	100
22	128
22	144
23	33
23	43
23	65
23	116
23	144
23	147
24	34
24	51
24	53
24	89
24	107
24	118
24	123
24	139
25	33
25	42
25	88
25	89
25	126
25	143
25	149
26	38
26	48
26	71
26	98
26	102
26	128
26	142
27	37
27	62
27	78
27	95
27	100
27	128
27	137
28	32
28	70
28	75
28	79
28	89
28	92
28	93
28	103
28	106
28	115
28	119
29	34
29	143
29	149
30	48
30	69
30	124
30	143
30	145
30	148
31	67
31	143
32	34
32	74
33	50
33	62
33	64
33	90
33	105
33	113
33	125
34	59
34	104
34	125
35	79
35	82
35	87
35	100
35	130
35	138
35	147
36	46
36	66
36	69
36	77
36	80
36	85
36	92
36	132
37	53
37	81
37	100
37	126
37	128
37	140
37	142
38	63
38	93
38	111
38	126
38	128
39	114
39	129
39	143
40	74
40	75
40	89
40	98
40	120
40	137
40	145
41	75
41	91
41	116
41	127
42	64
42	83
42	91
42	94
42	117
43	52
43	79
43	102
43	114
43	116
43	144
43	148
44	69
44	96
44	138
45	59
45	62
45	93
45	111
45	113
45	127
46	54
46	63
46	96
47	51
47	107
47	127
47	139
47	142
48	62
48	73
48	107
48	142
49	93
49	149
50	52
50	149
51	62
51	66
51	75
51	109
51	141
51	147
52	63
